Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
23,2004,Emmitt Smith (FA),267,937,3.5,29,0,9,15,20,105,7.0,0,1,15,161.0,10.7,0.0%
62,2003,Emmitt Smith (FA),90,256,2.8,22,0,2,14,19,107,7.6,0,0,10,48.3,4.8,0.0%
26,2002,Emmitt Smith (FA),254,975,3.8,30,0,5,16,24,89,5.6,0,1,16,134.4,8.4,0.0%
