Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
117,2016,Marcel Reece (FA),2,0,0.0,0,0,0,5,5,73,14.6,0,0,4,9.3,2.3,0.0%
70,2015,Marcel Reece (FA),10,36,3.6,12,0,0,30,37,269,9.0,3,0,15,48.5,3.2,0.0%
79,2014,Marcel Reece (FA),21,85,4.0,11,0,0,37,59,265,7.2,1,1,15,39.0,2.6,0.0%
48,2013,Marcel Reece (FA),46,218,4.7,63,1,2,32,54,331,10.3,2,0,16,79.8,5.0,0.0%
38,2012,Marcel Reece (FA),59,271,4.6,17,0,0,52,73,496,9.5,1,0,16,82.7,5.2,0.0%
64,2011,Marcel Reece (FA),17,112,6.6,26,0,0,27,36,301,11.1,2,1,12,51.3,4.3,0.0%
52,2010,Marcel Reece (FA),30,122,4.1,31,0,1,25,43,333,13.3,3,1,16,67.5,4.2,0.0%
135,2009,Marcel Reece (FA),0,0,0,0,0,0,2,4,20,10.0,0,0,2,2.0,1.0,0.0%
