Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
90,2021,Elijhaa Penny (FA),24,99,4.1,12,0,1,9,13,30,3.3,1,0,13,26.9,2.1,0.0%
138,2020,Elijhaa Penny (FA),6,15,2.5,5,0,0,2,3,20,10.0,0,0,14,3.5,0.3,0.0%
124,2019,Elijhaa Penny (FA),15,39,2.6,6,0,0,2,4,9,4.5,0,0,16,4.8,0.3,0.0%
111,2018,Elijhaa Penny (FA),7,25,3.6,8,0,0,8,9,50,6.3,0,0,14,7.5,0.5,0.0%
86,2017,Elijhaa Penny (FA),31,124,4.0,14,0,2,4,6,38,9.5,0,0,16,28.2,1.8,0.0%
