Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
132,2017,Mack Brown (FA),8,29,3.6,11,0,0,1,1,11,11.0,0,0,4,4.0,1.0,0.0%
104,2016,Mack Brown (FA),8,82,10.3,61,1,1,1,1,-2,-2.0,0,0,9,14.0,1.6,0.0%
