Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
141,2009,Carey Davis (FA),2,15,7.5,14,0,0,0,0,0,0,0,0,4,1.5,0.4,0.0%
124,2008,Carey Davis (FA),2,17,8.5,11,0,0,3,0,18,6.0,0,0,7,3.5,0.5,0.0%
107,2007,Carey Davis (FA),9,24,2.7,8,0,0,7,0,27,3.9,0,0,8,5.1,0.6,0.0%
