Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
115,2015,Bryce Brown (FA),25,72,2.9,18,0,1,0,2,0,0,0,0,3,13.2,4.4,0.0%
87,2014,Bryce Brown (FA),36,126,3.5,14,0,0,16,25,176,11.0,0,1,7,28.2,4.0,0.0%
59,2013,Bryce Brown (FA),75,314,4.2,65,2,2,8,13,84,10.5,0,0,16,53.8,3.4,0.0%
42,2012,Bryce Brown (FA),115,564,4.9,65,6,4,13,19,56,4.3,0,3,16,80.0,5.0,0.0%
