Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
143,2004,Ian Smart (FA),2,26,13.0,25,0,0,2,2,10,5.0,0,0,3,3.6,1.2,0.0%
