Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
133,2005,James Mungro (FA),7,15,2.1,7,0,0,3,0,28,9.3,0,0,8,4.3,0.5,0.0%
87,2004,James Mungro (FA),5,19,3.8,8,0,0,7,8,36,5.1,3,0,9,23.5,2.6,0.0%
95,2003,James Mungro (FA),24,60,2.5,9,0,2,1,5,-4,-4.0,0,0,5,19.6,3.9,0.0%
41,2002,James Mungro (FA),97,336,3.5,49,0,8,13,16,81,6.2,0,2,9,85.7,9.5,0.0%
