Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
130,2006,Cory Schlesinger (FA),0,0,0,0,0,0,8,0,36,4.5,0,0,7,3.6,0.5,0.0%
115,2005,Cory Schlesinger (FA),1,1,1.0,1,0,0,8,0,31,3.9,1,0,6,9.2,1.5,0.0%
82,2004,Cory Schlesinger (FA),4,7,1.8,2,0,0,10,16,91,9.1,3,0,11,27.8,2.5,0.0%
76,2003,Cory Schlesinger (FA),9,16,1.8,4,0,0,34,49,247,7.3,2,0,16,38.3,2.4,0.0%
57,2002,Cory Schlesinger (FA),49,139,2.8,17,0,2,35,54,263,7.5,0,2,15,48.2,3.2,0.0%
