Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
104,2008,Najeh Davenport (FA),10,31,3.1,8,0,0,4,0,54,13.5,0,0,6,8.5,1.4,0.0%
38,2007,Najeh Davenport (FA),49,272,5.6,45,0,3,7,0,66,9.4,0,0,8,51.8,6.5,0.0%
57,2006,Najeh Davenport (FA),60,221,3.7,48,0,1,15,0,193,12.9,1,0,13,53.4,4.1,0.0%
92,2005,Najeh Davenport (FA),30,105,3.5,24,0,2,2,0,3,1.5,0,0,5,22.8,4.6,0.0%
62,2004,Najeh Davenport (FA),71,359,5.1,40,0,2,4,4,33,8.3,0,0,10,51.2,5.1,0.0%
53,2003,Najeh Davenport (FA),77,420,5.5,76,0,2,6,10,38,6.3,0,1,15,55.8,3.7,0.0%
82,2002,Najeh Davenport (FA),39,184,4.7,43,0,1,5,9,33,6.6,0,1,8,25.7,3.2,0.0%
