Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
94,2007,Dan Campbell (FA),1,0,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
19,2006,Dan Campbell (FA),21,0,308,14.7,30,0,4,0,0,0,0,14,54.8,3.9,0.0%
63,2005,Dan Campbell (FA),3,2,24,8.0,18,0,1,0,0,0,0,5,8.4,1.7,0.0%
98,2004,Dan Campbell (FA),2,2,16,8.0,9,0,0,0,0,0,0,2,1.6,0.8,0.0%
39,2003,Dan Campbell (FA),20,30,195,9.8,23,0,1,0,0,0,0,14,25.5,1.8,0.0%
42,2002,Dan Campbell (FA),22,31,175,8.0,27,0,1,0,0,0,0,15,23.5,1.6,0.0%
