Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
2,2003,Shannon Sharpe (FA),62,94,770,12.4,28,0,8,0,0,0,0,15,125.0,8.3,0.0%
6,2002,Shannon Sharpe (FA),61,88,686,11.2,82,0,3,0,0,0,0,13,86.6,6.7,0.0%
