Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
44,2014,Chase Ford (FA),23,35,258,11.2,22,3,1,0,0,0,0,11,31.8,2.9,0.0%
60,2013,Chase Ford (FA),11,16,133,12.1,37,2,0,0,0,0,0,9,13.3,1.5,0.0%
