Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
58,2021,Ronald Jones II (KC),101,428,4.2,30,2,4,10,13,64,6.4,0,2,15,69.2,4.6,11.2%
15,2020,Ronald Jones II (KC),192,978,5.1,98,11,7,28,42,165,5.9,1,2,14,158.3,11.3,11.2%
27,2019,Ronald Jones II (KC),172,724,4.2,49,9,6,31,40,309,10.0,0,2,16,135.3,8.5,11.2%
99,2018,Ronald Jones II (KC),23,44,1.9,9,0,1,7,9,33,4.7,0,0,9,13.7,1.5,11.2%
