Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
40,2009,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
38,2008,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%
35,2007,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
36,2006,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
39,2005,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%
41,2004,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
40,2003,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
46,2002,Allen Rossum (FA),0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
