Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
48,2021,Tim Boyle (DET),61,94,64.9,526,5.6,3,6,0,2,13,0,0,4,30.4,7.6,0.0%
85,2020,Tim Boyle (DET),0,0,0,0,0,0,0,1,13,-9,0,0,8,-0.9,-0.1,0.0%
86,2019,Tim Boyle (DET),3,4,75.0,15,3.8,0,0,0,5,-7,0,0,3,-0.1,-0.0,0.0%
