Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
127,2012,Travis Beckum (FA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
52,2011,Travis Beckum (FA),5,10,93,18.6,67,0,1,0,0,0,0,7,15.3,2.2,0.0%
50,2010,Travis Beckum (FA),13,18,116,8.9,29,0,2,0,0,0,0,15,23.6,1.6,0.0%
78,2009,Travis Beckum (FA),8,10,55,6.9,15,0,0,0,0,0,0,8,5.5,0.7,0.0%
