Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
66,2008,DeShaun Foster (FA),69,213,3.1,18,0,1,14,3,119,8.5,1,0,8,45.2,5.7,0.0%
27,2007,DeShaun Foster (FA),133,529,4.0,20,0,2,15,8,83,5.5,1,1,8,77.2,9.7,0.0%
31,2006,DeShaun Foster (FA),227,897,4.0,43,0,3,32,0,159,5.0,0,0,14,123.6,8.8,0.0%
23,2005,DeShaun Foster (FA),205,879,4.3,70,0,2,34,0,372,10.9,1,0,15,143.1,9.5,0.0%
65,2004,DeShaun Foster (FA),59,255,4.3,71,0,2,9,5,76,8.4,0,0,4,45.1,11.3,0.0%
44,2003,DeShaun Foster (FA),113,429,3.8,21,0,0,26,35,207,8.0,2,3,14,69.6,5.0,0.0%
