Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
40,2021,Jimmy Graham (FA),14,23,167,11.9,28,2,3,0,0,0,0,11,36.7,3.3,0.0%
10,2020,Jimmy Graham (FA),50,76,456,9.1,30,5,8,0,0,0,0,16,93.6,5.9,0.0%
22,2019,Jimmy Graham (FA),38,60,447,11.8,48,9,3,0,0,0,0,16,62.7,3.9,0.0%
14,2018,Jimmy Graham (FA),55,89,636,11.6,54,11,2,0,0,0,0,16,75.6,4.7,0.0%
4,2017,Jimmy Graham (FA),57,96,520,9.1,33,8,10,0,0,0,0,16,114.0,7.1,0.0%
4,2016,Jimmy Graham (FA),65,95,923,14.2,42,10,6,1,0,0,2,16,124.3,7.8,0.0%
17,2015,Jimmy Graham (FA),48,74,605,12.6,45,11,2,0,0,0,0,11,72.5,6.6,0.0%
3,2014,Jimmy Graham (FA),85,124,889,10.5,29,8,10,0,0,0,2,16,144.9,9.1,0.0%
1,2013,Jimmy Graham (FA),86,143,"1,215",14.1,56,19,16,0,0,0,0,16,217.5,13.6,0.0%
1,2012,Jimmy Graham (FA),85,135,982,11.6,46,12,9,0,0,0,0,15,152.2,10.1,0.0%
3,2011,Jimmy Graham (FA),99,149,"1,310",13.2,59,0,11,0,0,0,1,16,195.0,12.2,0.0%
24,2010,Jimmy Graham (FA),31,44,356,11.5,52,0,5,1,3,0,0,15,65.9,4.4,0.0%
