Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
82,2021,Matt Breida (NYG),26,125,4.8,28,1,1,7,9,72,10.3,2,1,7,35.7,5.1,1.5%
80,2020,Matt Breida (NYG),59,254,4.3,24,1,0,9,10,96,10.7,0,1,12,33.0,2.8,1.5%
45,2019,Matt Breida (NYG),123,623,5.1,83,9,1,19,22,120,6.3,1,1,13,84.3,6.5,1.5%
24,2018,Matt Breida (NYG),153,814,5.3,66,14,3,27,31,261,9.7,2,1,14,135.5,9.7,1.5%
44,2017,Matt Breida (NYG),105,465,4.4,33,2,2,21,36,180,8.6,1,0,16,82.5,5.2,1.5%
