Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
112,2006,Fred McCrary (FA),0,0,0,0,0,0,3,0,13,4.3,1,0,8,7.3,0.9,0.0%
152,2005,Fred McCrary (FA),0,0,0,0,0,0,3,1,12,4.0,0,0,7,1.2,0.2,0.0%
150,2004,Fred McCrary (FA),0,0,0,0,0,0,2,4,23,11.5,0,0,2,2.3,1.2,0.0%
147,2003,Fred McCrary (FA),3,3,1.0,4,0,0,2,5,12,6.0,0,0,5,1.5,0.3,0.0%
81,2002,Fred McCrary (FA),2,1,0.5,2,0,0,22,31,96,4.4,3,1,14,25.7,1.8,0.0%
