Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
24,2021,Mo Alie-Cox (IND),24,45,316,13.2,37,6,4,0,0,0,0,17,55.6,3.3,6.3%
27,2020,Mo Alie-Cox (IND),31,39,394,12.7,45,9,2,0,0,0,1,15,49.4,3.3,6.3%
80,2019,Mo Alie-Cox (IND),8,11,93,11.6,21,1,0,0,0,0,0,16,9.3,0.6,6.3%
52,2018,Mo Alie-Cox (IND),7,14,133,19.0,34,5,2,0,0,0,0,9,25.3,2.8,6.3%
