Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
66,2020,Robert Griffin III (FA),8,14,57.1,42,3.0,0,2,3,12,69,0,1,4,4.6,1.2,1.0%
50,2019,Robert Griffin III (FA),23,38,60.5,225,5.9,1,2,5,20,70,0,0,7,18.0,2.6,1.0%
63,2018,Robert Griffin III (FA),2,6,33.3,21,3.5,0,0,0,0,0,0,0,3,0.8,0.3,1.0%
35,2016,Robert Griffin III (FA),87,147,59.2,886,6.0,2,3,22,31,190,2,1,5,66.5,13.3,1.0%
36,2014,Robert Griffin III (FA),147,214,68.7,"1,694",7.9,4,6,33,38,176,1,4,9,87.2,9.7,1.0%
18,2013,Robert Griffin III (FA),274,456,60.1,"3,203",7.0,16,12,38,86,489,0,4,13,213.0,16.4,1.0%
5,2012,Robert Griffin III (FA),258,393,65.6,"3,200",8.1,20,5,30,120,815,7,2,15,317.4,21.2,1.0%
