Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
64,2005,Wesley Duke (FA),2,0,22,11.0,21,0,1,0,0,0,0,2,8.2,4.1,0.0%
