Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
154,2002,KaRon Coleman (FA),0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
