Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
33,2003,Brett Conway (FA),14,19,73.7,48,0,0,0,0,0,9,9,8,9.0,1.1,0.0%
39,2002,Brett Conway (FA),1,1,100.0,35,0,0,0,0,0,4,4,1,4.0,4.0,0.0%
