Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
19,2017,Blair Walsh (FA),21,29,72.4,49,0,6,7,8,0,37,38,16,108.0,6.8,0.1%
32,2016,Blair Walsh (FA),12,16,75.0,50,1,1,5,4,1,15,19,9,57.0,6.3,0.1%
3,2015,Blair Walsh (FA),34,39,87.2,54,0,9,13,6,6,33,37,16,153.0,9.6,0.1%
19,2014,Blair Walsh (FA),26,35,74.3,55,2,4,8,7,5,29,29,16,124.0,7.8,0.1%
16,2013,Blair Walsh (FA),26,30,86.7,54,0,7,12,5,2,43,44,16,130.0,8.1,0.1%
1,2012,Blair Walsh (FA),35,38,92.1,56,0,10,8,7,10,36,36,16,168.0,10.5,0.1%
