Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
37,2021,Tristan Vizcaino (FA),6,7,85.7,46,0,3,2,1,0,10,15,6,29.0,4.8,0.0%
40,2020,Tristan Vizcaino (FA),3,3,100.0,47,0,0,2,1,0,2,2,1,12.0,12.0,0.0%
