Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
19,2021,Tyler Conklin (NYJ),61,87,593,9.7,40,7,3,0,0,0,0,17,77.3,4.5,1.6%
56,2020,Tyler Conklin (NYJ),19,26,194,10.2,30,3,1,0,0,0,0,16,25.4,1.6,1.6%
91,2019,Tyler Conklin (NYJ),8,10,58,7.3,20,1,0,0,0,0,0,16,5.8,0.4,1.6%
84,2018,Tyler Conklin (NYJ),5,7,77,15.4,33,3,0,0,0,0,0,16,7.7,0.5,1.6%
