Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
34,2021,Trevor Siemian (CHI),108,188,57.4,"1,154",6.1,11,3,9,9,20,1,1,6,93.2,15.5,0.0%
65,2019,Trevor Siemian (CHI),3,6,50.0,3,0.5,0,0,2,0,0,0,0,1,0.1,0.1,0.0%
30,2017,Trevor Siemian (CHI),206,349,59.0,"2,285",6.5,12,14,33,31,127,1,2,11,126.2,11.5,0.0%
26,2016,Trevor Siemian (CHI),289,486,59.5,"3,401",7.0,18,10,31,28,57,0,2,14,191.6,13.7,0.0%
72,2015,Trevor Siemian (CHI),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%
