Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
106,2005,Mike Seidman (FA),0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
43,2004,Mike Seidman (FA),13,13,123,9.5,27,0,2,0,0,0,0,13,26.3,2.0,0.0%
78,2003,Mike Seidman (FA),5,10,35,7.0,14,0,0,0,0,0,0,8,3.5,0.4,0.0%
