Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
129,2021,DJ Chark Jr. (DET),7,22,154,22.0,41,5,2,0,0,0,0,3,27.4,9.1,37.7%
48,2020,DJ Chark Jr. (DET),53,93,706,13.3,73,15,5,0,0,0,0,13,100.6,7.7,37.7%
16,2019,DJ Chark Jr. (DET),73,118,"1,008",13.8,69,29,8,2,20,0,0,15,152.8,10.2,37.7%
148,2018,DJ Chark Jr. (DET),14,32,174,12.4,38,4,0,0,0,0,1,11,15.4,1.4,37.7%
