Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
101,2005,Charles Rogers (FA),14,1,197,14.1,35,0,1,0,0,0,0,9,25.7,2.9,0.0%
175,2004,Charles Rogers (FA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
87,2003,Charles Rogers (FA),22,52,243,11.0,33,0,3,2,17,0,0,5,44.0,8.8,0.0%
