Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
61,2014,Matt Simms (FA),3,8,37.5,39,4.9,0,0,0,1,2,0,0,1,1.8,1.8,0.0%
51,2013,Matt Simms (FA),16,31,51.6,156,5.0,1,1,4,5,37,0,1,3,10.0,3.3,0.0%
