Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
35,2021,Austin Seibert (DET),10,12,83.3,52,0,0,4,5,1,5,5,6,42.0,7.0,1.4%
37,2020,Austin Seibert (DET),6,9,66.7,48,0,0,5,1,0,8,9,5,27.0,5.4,1.4%
16,2019,Austin Seibert (DET),25,29,86.2,53,0,6,9,9,1,30,35,16,116.0,7.3,1.4%
