Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
23,2021,Teddy Bridgewater (MIA),285,426,66.9,"3,052",7.2,18,7,31,30,106,2,1,14,209.8,15.0,0.3%
19,2020,Teddy Bridgewater (MIA),340,492,69.1,"3,733",7.6,15,11,31,53,279,5,3,15,252.1,16.8,0.3%
32,2019,Teddy Bridgewater (MIA),133,196,67.9,"1,384",7.1,9,2,12,28,31,0,0,10,92.5,9.3,0.3%
54,2018,Teddy Bridgewater (MIA),14,23,60.9,118,5.1,1,1,2,11,5,0,0,5,7.2,1.4,0.3%
76,2017,Teddy Bridgewater (MIA),0,2,0.0,0,0.0,0,1,0,3,-3,0,0,1,-2.3,-2.3,0.3%
23,2015,Teddy Bridgewater (MIA),292,447,65.3,"3,231",7.2,14,9,44,44,192,3,3,16,200.4,12.5,0.3%
22,2014,Teddy Bridgewater (MIA),259,402,64.4,"2,919",7.3,14,12,39,47,209,1,0,13,179.7,13.8,0.3%
