Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
49,2021,J.D. McKissic (WAS),48,212,4.4,15,0,2,43,53,397,9.2,2,0,11,84.9,7.7,40.0%
34,2020,J.D. McKissic (WAS),85,365,4.3,17,0,1,80,110,589,7.4,2,1,16,111.4,7.0,40.0%
63,2019,J.D. McKissic (WAS),38,205,5.4,44,4,0,34,42,233,6.9,1,0,16,49.8,3.1,40.0%
149,2018,J.D. McKissic (WAS),3,8,2.7,6,0,0,0,1,0,0,0,0,5,0.8,0.2,40.0%
59,2017,J.D. McKissic (WAS),46,187,4.1,30,1,1,34,46,266,7.8,2,0,13,63.3,4.9,40.0%
143,2016,J.D. McKissic (WAS),1,2,2.0,2,0,0,2,2,16,8.0,0,0,1,1.8,1.8,40.0%
