Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
70,2021,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.7%
47,2020,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,16,-2.8,-0.2,0.7%
35,2019,Ty Long (FA),7,9,77.8,51,0,0,2,4,1,9,9,16,36.0,2.3,0.7%
