Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
94,2013,Dorin Dickerson (FA),2,5,34,17.0,26,1,0,0,0,0,0,5,3.4,0.7,0.0%
68,2012,Dorin Dickerson (FA),9,15,117,13.0,24,3,0,1,-8,0,1,11,8.9,0.8,0.0%
112,2010,Dorin Dickerson (FA),0,1,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
