Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
56,2018,DeShone Kizer (FA),20,42,47.6,187,4.5,0,2,4,5,39,0,1,3,5.4,1.8,0.0%
25,2017,DeShone Kizer (FA),255,476,53.6,"2,894",6.1,11,22,38,77,419,5,6,15,175.9,11.7,0.0%
