Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
255,2020,Dwayne Harris (FA),0,0,0,0,0,0,0,0,0,0,1,3,-2.0,-0.7,0.0%
208,2019,Dwayne Harris (FA),1,1,7,7.0,7,0,0,0,0,0,0,3,0.7,0.2,0.0%
170,2018,Dwayne Harris (FA),6,6,40,6.7,13,0,0,2,12,0,0,15,5.2,0.3,0.0%
202,2017,Dwayne Harris (FA),0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
172,2016,Dwayne Harris (FA),1,1,13,13.0,13,0,1,0,0,0,1,16,5.3,0.3,0.0%
70,2015,Dwayne Harris (FA),36,57,396,11.0,38,5,4,2,12,0,0,15,64.8,4.3,0.0%
147,2014,Dwayne Harris (FA),7,12,116,16.6,56,1,0,4,7,0,2,16,8.3,0.5,0.0%
122,2013,Dwayne Harris (FA),9,14,80,8.9,24,1,2,1,6,0,1,13,18.6,1.4,0.0%
108,2012,Dwayne Harris (FA),17,31,222,13.1,36,3,1,0,0,0,0,16,30.2,1.9,0.0%
186,2011,Dwayne Harris (FA),0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
