Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
28,2018,Chandler Catanzaro (FA),16,20,80.0,59,0,4,9,0,3,30,35,13,84.0,6.5,0.0%
17,2017,Chandler Catanzaro (FA),25,30,83.3,57,1,6,4,12,2,29,29,16,120.0,7.5,0.0%
20,2016,Chandler Catanzaro (FA),21,28,75.0,60,1,5,6,6,3,43,47,16,118.0,7.4,0.0%
9,2015,Chandler Catanzaro (FA),28,31,90.3,47,1,12,9,6,0,53,58,16,143.0,8.9,0.0%
15,2014,Chandler Catanzaro (FA),29,33,87.9,51,0,5,12,10,2,27,27,16,128.0,8.0,0.0%
