Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
95,2021,Corey Clement (FA),33,140,4.2,38,2,0,6,7,29,4.8,1,0,11,22.9,2.1,0.0%
103,2020,Corey Clement (FA),21,75,3.6,7,0,1,5,6,25,5.0,0,0,15,16.0,1.1,0.0%
196,2019,Corey Clement (FA),0,0,0,0,0,0,0,0,0,0,0,2,4,-4.0,-1.0,0.0%
62,2018,Corey Clement (FA),68,259,3.8,32,3,2,22,25,192,8.7,0,0,11,59.1,5.4,0.0%
45,2017,Corey Clement (FA),74,321,4.3,28,2,4,10,15,123,12.3,2,0,16,82.4,5.2,0.0%
