Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
66,2011,Mark Brunell (FA),1,3,33.3,27,9.0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%
54,2010,Mark Brunell (FA),7,13,53.8,117,9.0,2,1,1,0,0,0,0,2,10.7,5.4,0.0%
63,2009,Mark Brunell (FA),15,30,50.0,102,3.4,0,1,0,4,-12,0,0,4,0.9,0.2,0.0%
30,2006,Mark Brunell (FA),162,260,62.3,"1,789",6.9,8,4,12,13,34,0,0,10,103.0,10.3,0.0%
13,2005,Mark Brunell (FA),262,454,57.7,"3,050",6.7,23,10,27,42,111,0,0,16,207.0,12.9,0.0%
33,2004,Mark Brunell (FA),118,237,49.8,"1,194",5.0,7,6,15,19,62,0,3,9,65.9,7.3,0.0%
46,2003,Mark Brunell (FA),54,82,65.9,484,5.9,2,0,9,8,19,1,0,3,35.3,11.8,0.0%
17,2002,Mark Brunell (FA),245,416,58.9,"2,788",6.7,17,7,34,43,207,0,2,15,186.2,12.4,0.0%
