Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
210,2019,Krishawn Hogan (FA),1,1,4,4.0,4,0,0,0,0,0,0,8,0.4,0.1,0.0%
217,2017,Krishawn Hogan (FA),0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
