Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
176,2013,Delone Carter (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
81,2012,Delone Carter (FA),32,122,3.8,20,1,3,1,2,13,13.0,0,0,10,31.5,3.2,0.0%
68,2011,Delone Carter (FA),101,377,3.7,42,0,2,5,8,18,3.6,0,3,16,45.5,2.8,0.0%
