Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
19,2021,Chris Godwin (TB),98,127,"1,103",11.3,44,19,5,4,21,1,2,14,144.4,10.3,93.3%
30,2020,Chris Godwin (TB),65,84,840,12.9,47,23,7,0,0,0,0,12,126.0,10.5,93.3%
2,2019,Chris Godwin (TB),86,121,"1,333",15.5,71,38,9,1,8,0,0,14,190.1,13.6,93.3%
25,2018,Chris Godwin (TB),59,95,842,14.3,48,13,7,0,0,0,1,16,126.2,7.9,93.3%
69,2017,Chris Godwin (TB),34,55,525,15.4,70,4,1,0,0,0,0,16,58.5,3.7,93.3%
