Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
125,2021,Keith Smith (ATL),9,31,3.4,8,0,0,9,10,56,6.2,0,0,13,8.7,0.7,0.0%
130,2020,Keith Smith (ATL),4,7,1.8,3,0,0,11,15,59,5.4,0,0,16,6.6,0.4,0.0%
132,2019,Keith Smith (ATL),5,8,1.6,3,0,0,1,4,13,13.0,0,0,16,2.1,0.1,0.0%
132,2018,Keith Smith (ATL),1,0,0.0,0,0,0,5,7,23,4.6,0,0,16,2.3,0.1,0.0%
139,2017,Keith Smith (ATL),0,0,0,0,0,0,5,5,26,5.2,0,0,16,2.6,0.2,0.0%
140,2016,Keith Smith (ATL),2,5,2.5,3,0,0,3,3,20,6.7,0,0,16,2.5,0.2,0.0%
176,2015,Keith Smith (ATL),0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
167,2014,Keith Smith (ATL),0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%
