Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
33,2003,Tim Couch (FA),120,203,59.1,"1,319",6.5,7,6,19,11,39,1,3,10,72.3,7.2,0.0%
23,2002,Tim Couch (FA),273,443,61.6,"2,842",6.4,18,18,30,23,77,0,2,14,155.4,11.1,0.0%
