Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
16,2021,Randy Bullock (TEN),26,31,83.9,51,0,5,12,8,1,42,45,16,130.0,8.1,2.2%
25,2020,Randy Bullock (TEN),21,26,80.8,55,0,3,8,7,3,24,25,12,100.0,8.3,2.2%
13,2019,Randy Bullock (TEN),27,31,87.1,57,0,10,6,10,1,24,25,16,117.0,7.3,2.2%
21,2018,Randy Bullock (TEN),19,23,82.6,51,0,4,7,6,2,39,41,16,106.0,6.6,2.2%
22,2017,Randy Bullock (TEN),18,20,90.0,51,0,6,7,4,1,31,33,15,91.0,6.1,2.2%
35,2016,Randy Bullock (TEN),8,9,88.9,44,0,4,2,2,0,9,10,5,35.0,7.0,2.2%
28,2015,Randy Bullock (TEN),19,23,82.6,49,1,4,6,8,0,22,25,11,87.0,7.9,2.2%
9,2014,Randy Bullock (TEN),30,35,85.7,55,0,6,13,7,4,40,40,16,145.0,9.1,2.2%
25,2013,Randy Bullock (TEN),26,35,74.3,51,1,7,5,12,1,26,26,16,118.0,7.4,2.2%
