Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
169,2011,Chansi Stuckey (FA),4,8,39,9.8,12,0,0,0,0,0,1,4,1.9,0.5,0.0%
96,2010,Chansi Stuckey (FA),40,63,346,8.7,25,0,0,3,9,1,2,15,37.5,2.5,0.0%
86,2009,Chansi Stuckey (FA),30,66,318,10.6,40,0,2,2,6,0,0,14,44.4,3.2,0.0%
103,2008,Chansi Stuckey (FA),18,6,225,12.5,31,0,0,1,1,0,0,9,22.6,2.5,0.0%
