Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
17,2021,Jimmy Garoppolo (SF),301,441,68.3,"3,810",8.6,20,12,29,38,51,3,3,15,239.5,16.0,2.1%
39,2020,Jimmy Garoppolo (SF),94,140,67.1,"1,096",7.8,7,5,11,10,25,0,0,6,69.4,11.6,2.1%
14,2019,Jimmy Garoppolo (SF),329,476,69.1,"3,978",8.4,27,13,36,46,62,1,5,16,260.2,16.3,2.1%
40,2018,Jimmy Garoppolo (SF),53,89,59.6,718,8.1,5,3,13,8,33,0,0,3,47.9,16.0,2.1%
34,2017,Jimmy Garoppolo (SF),120,178,67.4,"1,560",8.8,7,5,8,15,11,1,0,6,86.9,14.5,2.1%
40,2016,Jimmy Garoppolo (SF),43,63,68.3,502,8.0,4,0,3,10,6,0,1,6,35.0,5.8,2.1%
73,2015,Jimmy Garoppolo (SF),1,4,25.0,6,1.5,0,0,0,5,-5,0,0,5,-0.3,-0.1,2.1%
53,2014,Jimmy Garoppolo (SF),19,27,70.4,182,6.7,1,0,5,10,9,0,0,6,12.2,2.0,2.1%
