Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
37,2014,Alex Henery (FA),1,5,20.0,51,0,0,0,0,1,5,5,2,10.0,5.0,0.0%
20,2013,Alex Henery (FA),23,28,82.1,51,0,8,7,7,1,45,45,16,123.0,7.7,0.0%
18,2012,Alex Henery (FA),27,31,87.1,49,0,8,8,11,0,25,26,16,117.0,7.3,0.0%
14,2011,Alex Henery (FA),24,27,88.9,51,1,9,9,4,1,46,46,16,124.0,7.8,0.0%
