Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
78,2010,Brodie Croyle (FA),8,19,42.1,38,2.0,0,1,4,0,0,0,0,2,-0.5,-0.3,0.0%
49,2009,Brodie Croyle (FA),23,40,57.5,230,5.8,2,0,3,0,0,0,0,3,17.2,5.7,0.0%
59,2008,Brodie Croyle (FA),9,10,90.0,63,6.3,0,0,0,0,0,0,0,1,2.5,2.5,0.0%
58,2007,Brodie Croyle (FA),10,17,58.8,138,8.1,1,0,2,0,0,0,0,2,9.5,4.8,0.0%
76,2006,Brodie Croyle (FA),3,7,42.9,23,3.3,0,2,1,3,-3,0,0,2,-3.4,-1.7,0.0%
