Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
136,2012,Deion Branch (FA),16,29,145,9.1,25,1,0,0,0,0,0,9,14.5,1.6,0.0%
41,2011,Deion Branch (FA),51,90,702,13.8,63,0,5,0,0,0,0,14,100.2,7.2,0.0%
29,2010,Deion Branch (FA),61,92,818,13.4,79,0,6,0,0,0,1,15,115.8,7.7,0.0%
79,2009,Deion Branch (FA),45,79,437,9.7,35,0,2,1,-8,0,0,14,54.9,3.9,0.0%
50,2008,Deion Branch (FA),30,12,412,13.7,63,0,4,0,0,0,0,8,65.2,8.2,0.0%
63,2007,Deion Branch (FA),22,0,343,15.6,65,0,1,0,0,0,0,4,40.3,10.1,0.0%
38,2006,Deion Branch (FA),53,0,725,13.7,38,0,4,4,30,0,0,14,99.5,7.1,0.0%
22,2005,Deion Branch (FA),78,0,998,12.8,51,0,5,0,0,0,0,16,129.8,8.1,0.0%
56,2004,Deion Branch (FA),35,51,454,13.0,26,0,4,0,0,0,1,9,67.4,7.5,0.0%
35,2003,Deion Branch (FA),57,104,803,14.1,66,0,3,1,11,0,0,15,99.4,6.6,0.0%
67,2002,Deion Branch (FA),43,68,489,11.4,49,0,2,2,0,0,0,13,60.9,4.7,0.0%
