Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
77,2020,AJ McCarron (FA),1,1,100.0,20,20.0,0,0,1,0,0,0,0,2,0.8,0.4,0.0%
51,2019,AJ McCarron (FA),21,37,56.8,225,6.1,0,1,5,5,39,1,0,3,17.9,6.0,0.0%
66,2018,AJ McCarron (FA),1,3,33.3,8,2.7,0,0,1,3,-2,0,0,2,0.1,0.0,0.0%
60,2017,AJ McCarron (FA),7,14,50.0,66,4.7,0,0,1,0,0,0,0,3,2.7,0.9,0.0%
66,2016,AJ McCarron (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
39,2015,AJ McCarron (FA),79,119,66.4,854,7.2,6,2,12,14,31,0,1,7,55.3,7.9,0.0%
