Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
24,2021,Michael Badgley (FA),18,22,81.8,46,0,4,6,8,0,40,41,13,102.0,7.8,15.6%
20,2020,Michael Badgley (FA),24,33,72.7,53,0,8,6,8,2,36,39,16,120.0,7.5,15.6%
31,2019,Michael Badgley (FA),13,16,81.3,49,0,5,2,6,0,19,19,9,64.0,7.1,15.6%
31,2018,Michael Badgley (FA),15,16,93.8,59,0,4,5,5,1,27,28,10,79.0,7.9,15.6%
