Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
39,2014,Jake Locker (FA),86,146,58.9,993,6.8,5,7,14,22,142,1,1,7,63.9,9.1,0.0%
36,2013,Jake Locker (FA),111,183,60.7,"1,256",6.9,8,4,16,24,155,2,1,7,99.8,14.3,0.0%
28,2012,Jake Locker (FA),177,314,56.4,"2,176",6.9,10,11,25,41,291,1,4,11,132.3,12.0,0.0%
40,2011,Jake Locker (FA),34,66,51.5,542,8.2,4,0,5,8,56,1,0,5,49.3,9.9,0.0%
