Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
38,2021,Aldrick Rosas (DET),2,5,40.0,44,0,0,0,2,0,14,14,5,22.0,4.4,0.0%
33,2020,Aldrick Rosas (DET),8,11,72.7,54,0,3,2,0,3,9,9,6,39.0,6.5,0.0%
30,2019,Aldrick Rosas (DET),12,17,70.6,45,0,6,5,1,0,35,39,16,72.0,4.5,0.0%
7,2018,Aldrick Rosas (DET),32,33,97.0,57,0,9,13,6,4,31,32,16,141.0,8.8,0.0%
26,2017,Aldrick Rosas (DET),18,25,72.0,52,0,8,3,4,3,20,23,16,84.0,5.3,0.0%
