Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
30,2021,Brett Maher (DAL),16,18,88.9,42,0,4,8,4,0,10,12,8,62.0,7.8,1.7%
22,2019,Brett Maher (DAL),20,30,66.7,63,0,9,6,1,4,36,36,13,105.0,8.1,1.7%
9,2018,Brett Maher (DAL),29,36,80.6,62,0,10,6,7,6,32,33,16,138.0,8.6,1.7%
