Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
27,2021,Daniel Jones (NYG),232,361,64.3,"2,428",6.7,10,7,22,62,298,2,3,11,173.6,15.8,20.9%
24,2020,Daniel Jones (NYG),280,448,62.5,"2,943",6.6,11,10,45,65,423,1,6,14,190.2,13.6,20.9%
23,2019,Daniel Jones (NYG),284,459,61.9,"3,027",6.6,24,12,38,45,279,2,11,13,226.9,17.5,20.9%
