Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
52,2011,Stephen McGee (FA),24,38,63.2,182,4.8,1,0,3,4,28,0,0,1,14.1,14.1,0.0%
50,2010,Stephen McGee (FA),22,44,50.0,238,5.4,2,0,3,13,74,0,0,2,24.9,12.5,0.0%
