Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
63,2005,Jay Fiedler (FA),8,13,61.5,107,8.2,1,0,0,1,0,0,0,2,8.3,4.2,0.0%
34,2004,Jay Fiedler (FA),101,190,53.2,"1,186",6.2,7,8,25,12,59,0,4,8,57.2,7.2,0.0%
25,2003,Jay Fiedler (FA),179,314,57.0,"2,138",6.8,11,13,19,34,88,3,4,12,122.4,10.2,0.0%
25,2002,Jay Fiedler (FA),179,292,61.3,"2,024",6.9,14,9,13,28,99,3,1,11,144.9,13.2,0.0%
