Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
121,2009,Aaron Stecker (FA),5,15,3.0,6,0,0,5,5,34,6.8,0,0,5,4.9,1.0,0.0%
91,2008,Aaron Stecker (FA),8,43,5.4,12,0,0,9,0,52,5.8,1,0,6,15.5,2.6,0.0%
79,2007,Aaron Stecker (FA),36,116,3.2,13,0,0,15,1,67,4.5,0,0,8,18.3,2.3,0.0%
86,2006,Aaron Stecker (FA),4,11,2.8,4,0,0,19,0,190,10.0,0,0,11,20.1,1.8,0.0%
52,2005,Aaron Stecker (FA),95,363,3.8,32,0,0,35,0,281,8.0,0,0,14,64.4,4.6,0.0%
61,2004,Aaron Stecker (FA),58,244,4.2,42,0,2,29,38,174,6.0,0,1,14,51.8,3.7,0.0%
90,2003,Aaron Stecker (FA),37,125,3.4,15,0,0,9,12,48,5.3,1,0,15,23.3,1.6,0.0%
92,2002,Aaron Stecker (FA),28,174,6.2,59,0,0,13,16,69,5.3,0,2,16,20.3,1.3,0.0%
